 

stn;time;tre200s0;qtre200s0
LUZ;202309241400;17.3;4
LUZ;202309241410;17.2;4
LUZ;202309241420;17.5;4
LUZ;202309241430;17.1;4
LUZ;202309241440;17.4;4
LUZ;202309241450;17.2;4
LUZ;202309241500;17.1;4
LUZ;202309241510;16.8;4
LUZ;202309241520;17.4;4
LUZ;202309241530;16.4;4
LUZ;202309241540;16.6;4
LUZ;202309241550;16.7;4
LUZ;202309241600;16.3;4
LUZ;202309241610;15.9;4
LUZ;202309241620;16.3;4
LUZ;202309241630;15.8;4
LUZ;202309241640;16.2;4
LUZ;202309241650;15.2;4
LUZ;202309241700;15.6;4
LUZ;202309241710;15.1;4
LUZ;202309241720;15.2;4
LUZ;202309241730;14.6;4
LUZ;202309241740;14.6;4
LUZ;202309241750;14.5;4
LUZ;202309241800;13.2;4
LUZ;202309241810;14.4;4
LUZ;202309241820;13.7;4
LUZ;202309241830;13.5;4
LUZ;202309241840;13.8;4
LUZ;202309241850;13.4;4
LUZ;202309241900;12.9;4
LUZ;202309241910;12.8;4
LUZ;202309241920;12.8;4
LUZ;202309241930;12.0;4
LUZ;202309241940;12.4;4
LUZ;202309241950;12.5;4
LUZ;202309242000;12.9;4
LUZ;202309242010;11.9;4
LUZ;202309242020;12.2;4
LUZ;202309242030;12.5;4
LUZ;202309242040;11.1;4
LUZ;202309242050;10.9;4
LUZ;202309242100;11.6;4
LUZ;202309242110;10.2;4
LUZ;202309242120;10.6;4
LUZ;202309242130;10.5;4
LUZ;202309242140;10.3;4
LUZ;202309242150;10.1;4
LUZ;202309242200;10.2;4
LUZ;202309242210;10.1;4
LUZ;202309242220;9.8;4
LUZ;202309242230;9.8;4
LUZ;202309242240;9.7;4
LUZ;202309242250;9.7;4
LUZ;202309242300;9.3;4
LUZ;202309242310;9.7;4
LUZ;202309242320;9.6;4
LUZ;202309242330;9.6;4
LUZ;202309242340;9.7;4
LUZ;202309242350;9.4;4
LUZ;202309250000;9.0;4
LUZ;202309250010;9.3;4
LUZ;202309250020;9.2;4
LUZ;202309250030;8.9;4
LUZ;202309250040;8.9;4
LUZ;202309250050;9.1;4
LUZ;202309250100;8.8;4
LUZ;202309250110;8.8;4
LUZ;202309250120;8.9;4
LUZ;202309250130;8.9;4
LUZ;202309250140;8.9;4
LUZ;202309250150;8.7;4
LUZ;202309250200;8.8;4
LUZ;202309250210;8.4;4
LUZ;202309250220;8.5;4
LUZ;202309250230;8.5;4
LUZ;202309250240;8.4;4
LUZ;202309250250;8.4;4
LUZ;202309250300;8.6;4
LUZ;202309250310;8.5;4
LUZ;202309250320;8.4;4
LUZ;202309250330;8.3;4
LUZ;202309250340;8.3;4
LUZ;202309250350;8.2;4
LUZ;202309250400;8.1;4
LUZ;202309250410;7.8;4
LUZ;202309250420;7.8;4
LUZ;202309250430;8.1;4
LUZ;202309250440;7.9;4
LUZ;202309250450;7.9;4
LUZ;202309250500;7.8;4
LUZ;202309250510;7.7;4
LUZ;202309250520;7.7;4
LUZ;202309250530;7.7;4
LUZ;202309250540;8.0;4
LUZ;202309250550;7.9;4
LUZ;202309250600;7.5;4
LUZ;202309250610;7.8;4
LUZ;202309250620;8.4;4
LUZ;202309250630;8.9;4
LUZ;202309250640;9.3;4
LUZ;202309250650;9.9;4
LUZ;202309250700;10.1;4
LUZ;202309250710;10.6;4
LUZ;202309250720;10.9;4
LUZ;202309250730;11.2;4
LUZ;202309250740;11.5;4
LUZ;202309250750;11.8;4
LUZ;202309250800;11.9;4
LUZ;202309250810;12.0;4
LUZ;202309250820;12.9;4
LUZ;202309250830;12.9;4
LUZ;202309250840;13.4;4
LUZ;202309250850;13.6;4
LUZ;202309250900;14.1;4
LUZ;202309250910;14.4;4
LUZ;202309250920;15.2;4
LUZ;202309250930;15.6;4
LUZ;202309250940;15.3;4
LUZ;202309250950;15.0;4
LUZ;202309251000;15.7;4
LUZ;202309251010;16.2;4
LUZ;202309251020;15.8;4
LUZ;202309251030;16.1;4
LUZ;202309251040;16.3;4
LUZ;202309251050;16.5;4
LUZ;202309251100;16.8;4
LUZ;202309251110;17.4;4
LUZ;202309251120;18.1;4
LUZ;202309251130;18.0;4
LUZ;202309251140;17.7;4
LUZ;202309251150;17.6;4
LUZ;202309251200;18.6;4
LUZ;202309251210;17.9;4
LUZ;202309251220;18.0;4
LUZ;202309251230;18.8;4
LUZ;202309251240;18.1;4
LUZ;202309251250;18.6;4
LUZ;202309251300;19.0;4
LUZ;202309251310;18.7;4
LUZ;202309251320;19.7;4
LUZ;202309251330;19.2;4
LUZ;202309251340;19.0;4
LUZ;202309251350;19.7;4
LUZ;202309251400;19.3;4
LUZ;202309251410;19.3;4
LUZ;202309251420;19.4;4
LUZ;202309251430;19.5;4
LUZ;202309251440;19.7;4
LUZ;202309251450;19.5;4
LUZ;202309251500;19.3;4
LUZ;202309251510;19.3;4
LUZ;202309251520;19.0;4
LUZ;202309251530;18.8;4
LUZ;202309251540;18.7;4
LUZ;202309251550;18.1;4
LUZ;202309251600;17.9;4
LUZ;202309251610;17.3;4
LUZ;202309251620;16.8;4
LUZ;202309251630;16.9;4
LUZ;202309251640;16.4;4
LUZ;202309251650;16.5;4
LUZ;202309251700;16.6;4
LUZ;202309251710;16.0;4
LUZ;202309251720;15.6;4
LUZ;202309251730;14.6;4
LUZ;202309251740;14.2;4
LUZ;202309251750;14.3;4
LUZ;202309251800;13.3;4
LUZ;202309251810;13.7;4
LUZ;202309251820;13.7;4
LUZ;202309251830;12.2;4
LUZ;202309251840;13.8;4
LUZ;202309251850;12.7;4
LUZ;202309251900;12.7;4
LUZ;202309251910;12.3;4
LUZ;202309251920;12.4;4
LUZ;202309251930;12.3;4
LUZ;202309251940;12.1;4
LUZ;202309251950;11.9;4
LUZ;202309252000;11.7;4
LUZ;202309252010;12.0;4
LUZ;202309252020;11.6;4
LUZ;202309252030;11.1;4
LUZ;202309252040;11.6;4
LUZ;202309252050;11.4;4
LUZ;202309252100;11.4;4
LUZ;202309252110;11.4;4
LUZ;202309252120;11.5;4
LUZ;202309252130;11.4;4
LUZ;202309252140;11.1;4
LUZ;202309252150;11.3;4
LUZ;202309252200;10.5;4
LUZ;202309252210;11.1;4
LUZ;202309252220;10.8;4
LUZ;202309252230;10.9;4
LUZ;202309252240;10.7;4
LUZ;202309252250;10.6;4
LUZ;202309252300;10.6;4
LUZ;202309252310;10.6;4
LUZ;202309252320;10.6;4
LUZ;202309252330;10.6;4
LUZ;202309252340;10.1;4
LUZ;202309252350;10.4;4
LUZ;202309260000;10.1;4
LUZ;202309260010;10.0;4
LUZ;202309260020;10.0;4
LUZ;202309260030;10.0;4
LUZ;202309260040;9.6;4
LUZ;202309260050;9.9;4
LUZ;202309260100;9.6;4
LUZ;202309260110;9.8;4
LUZ;202309260120;9.9;4
LUZ;202309260130;9.7;4
LUZ;202309260140;9.5;4
LUZ;202309260150;9.6;4
LUZ;202309260200;9.5;4
LUZ;202309260210;9.4;4
LUZ;202309260220;9.3;4
LUZ;202309260230;9.1;4
LUZ;202309260240;8.9;4
LUZ;202309260250;9.0;4
LUZ;202309260300;9.1;4
LUZ;202309260310;9.0;4
LUZ;202309260320;9.0;4
LUZ;202309260330;8.8;4
LUZ;202309260340;8.9;4
LUZ;202309260350;9.0;4
LUZ;202309260400;9.1;4
LUZ;202309260410;9.3;4
LUZ;202309260420;9.2;4
LUZ;202309260430;8.9;4
LUZ;202309260440;9.1;4
LUZ;202309260450;8.8;4
LUZ;202309260500;8.8;4
LUZ;202309260510;8.6;4
LUZ;202309260520;8.8;4
LUZ;202309260530;8.8;4
LUZ;202309260540;8.7;4
LUZ;202309260550;9.0;4
LUZ;202309260600;9.1;4
LUZ;202309260610;9.3;4
LUZ;202309260620;9.5;4
LUZ;202309260630;10.0;4
LUZ;202309260640;10.7;4
LUZ;202309260650;11.0;4
LUZ;202309260700;11.4;4
LUZ;202309260710;11.5;4
LUZ;202309260720;12.4;4
LUZ;202309260730;13.0;4
LUZ;202309260740;13.2;4
LUZ;202309260750;13.6;4
LUZ;202309260800;13.9;4
LUZ;202309260810;14.0;4
LUZ;202309260820;14.5;4
LUZ;202309260830;15.2;4
LUZ;202309260840;15.2;4
LUZ;202309260850;15.1;4
LUZ;202309260900;15.6;4
LUZ;202309260910;15.5;4
LUZ;202309260920;15.9;4
LUZ;202309260930;16.5;4
LUZ;202309260940;16.8;4
LUZ;202309260950;17.3;4
LUZ;202309261000;16.9;4
LUZ;202309261010;17.0;4
LUZ;202309261020;18.1;4
LUZ;202309261030;17.8;4
LUZ;202309261040;18.2;4
LUZ;202309261050;19.2;4
LUZ;202309261100;19.0;4
LUZ;202309261110;19.4;4
LUZ;202309261120;19.7;4
LUZ;202309261130;19.7;4
LUZ;202309261140;20.4;4
LUZ;202309261150;20.5;4
LUZ;202309261200;20.3;4
LUZ;202309261210;20.5;4
LUZ;202309261220;20.4;4
LUZ;202309261230;20.5;4
LUZ;202309261240;21.0;4
LUZ;202309261250;20.7;4
LUZ;202309261300;21.1;4
LUZ;202309261310;21.1;4
LUZ;202309261320;21.0;4
LUZ;202309261330;21.1;4
LUZ;202309261340;21.4;4
LUZ;202309261350;21.3;4
LUZ;202309261400;21.5;4
LUZ;202309261410;21.2;4
LUZ;202309261420;21.5;4
LUZ;202309261430;21.7;4
LUZ;202309261440;21.5;4
LUZ;202309261450;21.6;4
LUZ;202309261500;21.3;4
LUZ;202309261510;21.6;4
LUZ;202309261520;21.1;4
LUZ;202309261530;20.8;4
LUZ;202309261540;20.5;4
LUZ;202309261550;19.8;4
LUZ;202309261600;19.3;4
LUZ;202309261610;19.1;4
LUZ;202309261620;19.0;4
LUZ;202309261630;18.8;4
LUZ;202309261640;17.9;4
LUZ;202309261650;18.5;4
LUZ;202309261700;18.7;4
LUZ;202309261710;18.1;4
LUZ;202309261720;17.6;4
LUZ;202309261730;15.9;4
LUZ;202309261740;16.0;4
LUZ;202309261750;15.9;4
LUZ;202309261800;15.2;4
LUZ;202309261810;15.2;4
LUZ;202309261820;14.3;4
LUZ;202309261830;14.8;4
LUZ;202309261840;14.5;4
LUZ;202309261850;14.6;4
LUZ;202309261900;14.3;4
LUZ;202309261910;14.3;4
LUZ;202309261920;14.3;4
LUZ;202309261930;13.4;4
LUZ;202309261940;13.6;4
LUZ;202309261950;13.9;4
LUZ;202309262000;13.8;4
LUZ;202309262010;13.8;4
LUZ;202309262020;12.5;4
LUZ;202309262030;13.3;4
LUZ;202309262040;13.5;4
LUZ;202309262050;13.3;4
LUZ;202309262100;13.1;4
LUZ;202309262110;13.3;4
LUZ;202309262120;13.1;4
LUZ;202309262130;12.9;4
LUZ;202309262140;12.8;4
LUZ;202309262150;12.7;4
LUZ;202309262200;12.6;4
LUZ;202309262210;12.4;4
LUZ;202309262220;12.6;4
LUZ;202309262230;12.2;4
LUZ;202309262240;12.1;4
LUZ;202309262250;12.0;4
LUZ;202309262300;12.1;4
LUZ;202309262310;12.2;4
LUZ;202309262320;12.1;4
LUZ;202309262330;12.2;4
LUZ;202309262340;12.1;4
LUZ;202309262350;12.0;4
LUZ;202309270000;11.7;4
LUZ;202309270010;11.6;4
LUZ;202309270020;11.5;4
LUZ;202309270030;11.3;4
LUZ;202309270040;11.3;4
LUZ;202309270050;11.1;4
LUZ;202309270100;11.3;4
LUZ;202309270110;11.2;4
LUZ;202309270120;11.1;4
LUZ;202309270130;11.2;4
LUZ;202309270140;11.3;4
LUZ;202309270150;11.3;4
LUZ;202309270200;11.3;4
LUZ;202309270210;10.3;4
LUZ;202309270220;10.7;4
LUZ;202309270230;10.8;4
LUZ;202309270240;10.4;4
LUZ;202309270250;10.5;4
LUZ;202309270300;10.4;4
LUZ;202309270310;10.5;4
LUZ;202309270320;10.7;4
LUZ;202309270330;10.8;4
LUZ;202309270340;10.5;4
LUZ;202309270350;10.7;4
LUZ;202309270400;10.4;4
LUZ;202309270410;10.3;4
LUZ;202309270420;10.2;4
LUZ;202309270430;10.2;4
LUZ;202309270440;9.9;4
LUZ;202309270450;10.2;4
LUZ;202309270500;9.9;4
LUZ;202309270510;9.9;4
LUZ;202309270520;9.6;4
LUZ;202309270530;9.7;4
LUZ;202309270540;9.7;4
LUZ;202309270550;9.6;4
LUZ;202309270600;10.1;4
LUZ;202309270610;10.2;4
LUZ;202309270620;10.4;4
LUZ;202309270630;10.8;4
LUZ;202309270640;11.1;4
LUZ;202309270650;11.8;4
LUZ;202309270700;11.9;4
LUZ;202309270710;12.7;4
LUZ;202309270720;12.9;4
LUZ;202309270730;13.4;4
LUZ;202309270740;13.8;4
LUZ;202309270750;13.9;4
LUZ;202309270800;13.9;4
LUZ;202309270810;14.6;4
LUZ;202309270820;15.0;4
LUZ;202309270830;15.3;4
LUZ;202309270840;15.3;4
LUZ;202309270850;15.5;4
LUZ;202309270900;16.1;4
LUZ;202309270910;16.6;4
LUZ;202309270920;16.5;4
LUZ;202309270930;17.2;4
LUZ;202309270940;17.8;4
LUZ;202309270950;18.1;4
LUZ;202309271000;18.8;4
LUZ;202309271010;18.1;4
LUZ;202309271020;19.2;4
LUZ;202309271030;19.6;4
LUZ;202309271040;19.1;4
LUZ;202309271050;19.5;4
LUZ;202309271100;19.8;4
LUZ;202309271110;19.7;4
LUZ;202309271120;20.0;4
LUZ;202309271130;19.7;4
LUZ;202309271140;20.6;4
LUZ;202309271150;20.6;4
LUZ;202309271200;20.9;4
LUZ;202309271210;20.9;4
LUZ;202309271220;21.3;4
LUZ;202309271230;22.0;4
LUZ;202309271240;21.6;4
LUZ;202309271250;21.9;4
LUZ;202309271300;22.2;4
LUZ;202309271310;22.0;4
LUZ;202309271320;22.5;4
LUZ;202309271330;21.9;4
LUZ;202309271340;21.5;4
LUZ;202309271350;21.8;4
LUZ;202309271400;22.0;4
LUZ;202309271410;22.0;4
LUZ;202309271420;21.8;4
LUZ;202309271430;22.0;4
LUZ;202309271440;21.5;4
LUZ;202309271450;22.1;4
LUZ;202309271500;22.0;4
LUZ;202309271510;22.0;4
LUZ;202309271520;21.5;4
LUZ;202309271530;20.9;4
LUZ;202309271540;20.2;4
LUZ;202309271550;20.1;4
LUZ;202309271600;19.8;4
LUZ;202309271610;19.5;4
LUZ;202309271620;18.9;4
LUZ;202309271630;19.6;4
LUZ;202309271640;19.1;4
LUZ;202309271650;19.3;4
LUZ;202309271700;18.8;4
LUZ;202309271710;18.5;4
LUZ;202309271720;16.1;4
LUZ;202309271730;16.5;4
LUZ;202309271740;16.2;4
LUZ;202309271750;15.8;4
LUZ;202309271800;16.1;4
LUZ;202309271810;16.0;4
LUZ;202309271820;15.3;4
LUZ;202309271830;14.9;4
LUZ;202309271840;15.1;4
LUZ;202309271850;15.2;4
LUZ;202309271900;14.7;4
LUZ;202309271910;14.4;4
LUZ;202309271920;14.1;4
LUZ;202309271930;14.1;4
LUZ;202309271940;14.2;4
LUZ;202309271950;13.9;4
LUZ;202309272000;14.1;4
LUZ;202309272010;13.8;4
LUZ;202309272020;14.0;4
LUZ;202309272030;14.0;4
LUZ;202309272040;13.8;4
LUZ;202309272050;13.8;4
LUZ;202309272100;13.8;4
LUZ;202309272110;13.5;4
LUZ;202309272120;13.6;4
LUZ;202309272130;13.2;4
LUZ;202309272140;13.2;4
LUZ;202309272150;13.4;4
LUZ;202309272200;13.5;4
LUZ;202309272210;13.2;4
LUZ;202309272220;13.2;4
LUZ;202309272230;13.2;4
LUZ;202309272240;12.7;4
LUZ;202309272250;12.9;4
LUZ;202309272300;13.1;4
LUZ;202309272310;12.5;4
LUZ;202309272320;12.3;4
LUZ;202309272330;12.3;4
LUZ;202309272340;12.2;4
LUZ;202309272350;12.7;4
LUZ;202309280000;12.5;4
LUZ;202309280010;12.6;4
LUZ;202309280020;12.6;4
LUZ;202309280030;12.3;4
LUZ;202309280040;12.7;4
LUZ;202309280050;12.4;4
LUZ;202309280100;12.8;4
LUZ;202309280110;12.9;4
LUZ;202309280120;12.4;4
LUZ;202309280130;12.8;4
LUZ;202309280140;12.6;4
LUZ;202309280150;12.6;4
LUZ;202309280200;12.6;4
LUZ;202309280210;12.3;4
LUZ;202309280220;12.8;4
LUZ;202309280230;12.9;4
LUZ;202309280240;12.8;4
LUZ;202309280250;12.9;4
LUZ;202309280300;13.0;4
LUZ;202309280310;12.8;4
LUZ;202309280320;13.0;4
LUZ;202309280330;12.8;4
LUZ;202309280340;12.9;4
LUZ;202309280350;12.9;4
LUZ;202309280400;12.8;4
LUZ;202309280410;12.6;4
LUZ;202309280420;12.6;4
LUZ;202309280430;12.8;4
LUZ;202309280440;12.6;4
LUZ;202309280450;12.7;4
LUZ;202309280500;12.4;4
LUZ;202309280510;12.6;4
LUZ;202309280520;12.3;4
LUZ;202309280530;12.3;4
LUZ;202309280540;12.0;4
LUZ;202309280550;12.2;4
LUZ;202309280600;12.3;4
LUZ;202309280610;12.1;4
LUZ;202309280620;12.3;4
LUZ;202309280630;13.1;4
LUZ;202309280640;13.9;4
LUZ;202309280650;14.6;4
LUZ;202309280700;14.5;4
LUZ;202309280710;15.2;4
LUZ;202309280720;15.6;4
LUZ;202309280730;15.9;4
LUZ;202309280740;16.3;4
LUZ;202309280750;16.5;4
LUZ;202309280800;16.5;4
LUZ;202309280810;16.9;4
LUZ;202309280820;17.2;4
LUZ;202309280830;17.6;4
LUZ;202309280840;18.5;4
LUZ;202309280850;18.6;4
LUZ;202309280900;19.0;4
LUZ;202309280910;19.2;4
LUZ;202309280920;19.5;4
LUZ;202309280930;20.3;4
LUZ;202309280940;19.9;4
LUZ;202309280950;19.8;4
LUZ;202309281000;20.9;4
LUZ;202309281010;20.9;4
LUZ;202309281020;21.0;4
LUZ;202309281030;21.3;4
LUZ;202309281040;21.4;4
LUZ;202309281050;21.9;4
LUZ;202309281100;21.9;4
LUZ;202309281110;22.1;4
LUZ;202309281120;22.9;4
LUZ;202309281130;22.8;4
LUZ;202309281140;23.0;4
LUZ;202309281150;23.5;4
LUZ;202309281200;23.1;4
LUZ;202309281210;22.8;4
LUZ;202309281220;23.1;4
LUZ;202309281230;23.5;4
LUZ;202309281240;23.6;4
LUZ;202309281250;23.5;4
LUZ;202309281300;24.0;4
LUZ;202309281310;24.1;4
LUZ;202309281320;24.2;4
LUZ;202309281330;24.2;4
LUZ;202309281340;24.4;4
LUZ;202309281350;24.3;4
LUZ;202309281400;24.4;4
LUZ;202309281410;23.7;4
LUZ;202309281420;23.7;4
LUZ;202309281430;24.2;4
LUZ;202309281440;23.9;4
LUZ;202309281450;24.0;4
LUZ;202309281500;23.6;4
LUZ;202309281510;23.7;4
LUZ;202309281520;23.5;4
LUZ;202309281530;22.3;4
LUZ;202309281540;22.1;4
LUZ;202309281550;21.6;4
LUZ;202309281600;22.0;4
LUZ;202309281610;20.9;4
LUZ;202309281620;20.8;4
LUZ;202309281630;20.7;4
LUZ;202309281640;21.4;4
LUZ;202309281650;20.6;4
LUZ;202309281700;19.4;4
LUZ;202309281710;18.7;4
LUZ;202309281720;18.8;4
LUZ;202309281730;18.8;4
LUZ;202309281740;16.4;4
LUZ;202309281750;16.8;4
LUZ;202309281800;16.7;4
LUZ;202309281810;16.7;4
LUZ;202309281820;17.3;4
LUZ;202309281830;16.0;4
LUZ;202309281840;15.9;4
LUZ;202309281850;15.3;4
LUZ;202309281900;15.2;4
LUZ;202309281910;15.3;4
LUZ;202309281920;14.8;4
LUZ;202309281930;15.0;4
LUZ;202309281940;14.9;4
LUZ;202309281950;14.3;4
LUZ;202309282000;14.6;4
LUZ;202309282010;14.4;4
LUZ;202309282020;14.7;4
LUZ;202309282030;14.2;4
LUZ;202309282040;13.6;4
LUZ;202309282050;13.6;4
LUZ;202309282100;13.8;4
LUZ;202309282110;13.8;4
LUZ;202309282120;13.8;4
LUZ;202309282130;13.6;4
LUZ;202309282140;13.3;4
LUZ;202309282150;13.1;4
LUZ;202309282200;13.0;4
LUZ;202309282210;13.0;4
LUZ;202309282220;12.5;4
LUZ;202309282230;12.7;4
LUZ;202309282240;12.8;4
LUZ;202309282250;12.7;4
LUZ;202309282300;12.6;4
LUZ;202309282310;12.3;4
LUZ;202309282320;12.4;4
LUZ;202309282330;12.4;4
LUZ;202309282340;12.3;4
LUZ;202309282350;12.4;4
LUZ;202309290000;12.4;4
LUZ;202309290010;12.0;4
LUZ;202309290020;12.1;4
LUZ;202309290030;11.2;4
LUZ;202309290040;12.0;4
LUZ;202309290050;11.9;4
LUZ;202309290100;11.5;4
LUZ;202309290110;11.8;4
LUZ;202309290120;11.3;4
LUZ;202309290130;11.0;4
LUZ;202309290140;11.4;4
LUZ;202309290150;11.6;4
LUZ;202309290200;11.7;4
LUZ;202309290210;11.4;4
LUZ;202309290220;11.5;4
LUZ;202309290230;11.8;4
LUZ;202309290240;11.8;4
LUZ;202309290250;11.7;4
LUZ;202309290300;11.8;4
LUZ;202309290310;11.4;4
LUZ;202309290320;11.7;4
LUZ;202309290330;11.1;4
LUZ;202309290340;10.9;4
LUZ;202309290350;10.7;4
LUZ;202309290400;11.3;4
LUZ;202309290410;11.1;4
LUZ;202309290420;11.0;4
LUZ;202309290430;11.3;4
LUZ;202309290440;11.0;4
LUZ;202309290450;11.1;4
LUZ;202309290500;11.5;4
LUZ;202309290510;11.1;4
LUZ;202309290520;11.3;4
LUZ;202309290530;11.0;4
LUZ;202309290540;11.0;4
LUZ;202309290550;11.0;4
LUZ;202309290600;11.3;4
LUZ;202309290610;10.6;4
LUZ;202309290620;11.7;4
LUZ;202309290630;12.1;4
LUZ;202309290640;13.2;4
LUZ;202309290650;13.9;4
LUZ;202309290700;14.7;4
LUZ;202309290710;15.9;4
LUZ;202309290720;16.8;4
LUZ;202309290730;16.0;4
LUZ;202309290740;16.3;4
LUZ;202309290750;17.1;4
LUZ;202309290800;17.1;4
LUZ;202309290810;17.3;4
LUZ;202309290820;18.2;4
LUZ;202309290830;18.4;4
LUZ;202309290840;18.4;4
LUZ;202309290850;18.6;4
LUZ;202309290900;18.9;4
LUZ;202309290910;19.5;4
LUZ;202309290920;20.2;4
LUZ;202309290930;20.4;4
LUZ;202309290940;20.5;4
LUZ;202309290950;20.9;4
LUZ;202309291000;21.0;4
LUZ;202309291010;21.2;4
LUZ;202309291020;21.2;4
LUZ;202309291030;21.3;4
LUZ;202309291040;22.5;4
LUZ;202309291050;23.2;4
LUZ;202309291100;22.8;4
LUZ;202309291110;22.9;4
LUZ;202309291120;23.0;4
LUZ;202309291130;23.0;4
LUZ;202309291140;23.4;4
LUZ;202309291150;24.0;4
LUZ;202309291200;23.6;4
LUZ;202309291210;23.9;4
LUZ;202309291220;23.9;4
LUZ;202309291230;24.1;4
LUZ;202309291240;24.7;4
LUZ;202309291250;24.3;4
LUZ;202309291300;25.0;4
LUZ;202309291310;24.8;4
LUZ;202309291320;24.3;4
LUZ;202309291330;24.6;4
LUZ;202309291340;23.9;4
LUZ;202309291350;24.0;4
LUZ;202309291400;23.9;4
LUZ;202309291410;24.5;4
LUZ;202309291420;24.1;4
LUZ;202309291430;23.9;4
LUZ;202309291440;24.4;4
LUZ;202309291450;23.9;4
LUZ;202309291500;23.5;4
LUZ;202309291510;23.2;4
LUZ;202309291520;23.9;4
LUZ;202309291530;23.0;4
LUZ;202309291540;22.9;4
LUZ;202309291550;23.2;4
LUZ;202309291600;22.5;4
LUZ;202309291610;22.9;4
LUZ;202309291620;22.0;4
LUZ;202309291630;22.2;4
LUZ;202309291640;22.3;4
LUZ;202309291650;22.0;4
LUZ;202309291700;21.8;4
LUZ;202309291710;21.4;4
LUZ;202309291720;21.4;4
LUZ;202309291730;21.0;4
LUZ;202309291740;20.9;4
LUZ;202309291750;20.5;4
LUZ;202309291800;21.3;4
LUZ;202309291810;21.4;4
LUZ;202309291820;21.5;4
LUZ;202309291830;20.8;4
LUZ;202309291840;20.3;4
LUZ;202309291850;20.5;4
LUZ;202309291900;20.1;4
LUZ;202309291910;20.3;4
LUZ;202309291920;20.1;4
LUZ;202309291930;19.8;4
LUZ;202309291940;19.7;4
LUZ;202309291950;19.5;4
LUZ;202309292000;19.7;4
LUZ;202309292010;19.9;4
LUZ;202309292020;19.4;4
LUZ;202309292030;19.2;4
LUZ;202309292040;18.9;4
LUZ;202309292050;18.8;4
LUZ;202309292100;18.8;4
LUZ;202309292110;18.9;4
LUZ;202309292120;18.9;4
LUZ;202309292130;18.6;4
LUZ;202309292140;18.7;4
LUZ;202309292150;18.8;4
LUZ;202309292200;18.8;4
LUZ;202309292210;18.4;4
LUZ;202309292220;18.4;4
LUZ;202309292230;18.1;4
LUZ;202309292240;18.3;4
LUZ;202309292250;18.1;4
LUZ;202309292300;18.1;4
LUZ;202309292310;18.1;4
LUZ;202309292320;18.0;4
LUZ;202309292330;17.1;4
LUZ;202309292340;17.1;4
LUZ;202309292350;17.4;4
LUZ;202309300000;17.5;4
LUZ;202309300010;17.0;4
LUZ;202309300020;17.1;4
LUZ;202309300030;16.9;4
LUZ;202309300040;16.8;4
LUZ;202309300050;16.9;4
LUZ;202309300100;17.0;4
LUZ;202309300110;17.7;4
LUZ;202309300120;17.2;4
LUZ;202309300130;17.6;4
LUZ;202309300140;17.3;4
LUZ;202309300150;16.8;4
LUZ;202309300200;17.1;4
LUZ;202309300210;16.8;4
LUZ;202309300220;16.9;4
LUZ;202309300230;16.9;4
LUZ;202309300240;16.8;4
LUZ;202309300250;16.8;4
LUZ;202309300300;16.7;4
LUZ;202309300310;17.0;4
LUZ;202309300320;17.0;4
LUZ;202309300330;17.0;4
LUZ;202309300340;17.0;4
LUZ;202309300350;17.1;4
LUZ;202309300400;17.1;4
LUZ;202309300410;17.1;4
LUZ;202309300420;17.1;4
LUZ;202309300430;17.0;4
LUZ;202309300440;16.8;4
LUZ;202309300450;16.6;4
LUZ;202309300500;16.5;4
LUZ;202309300510;16.6;4
LUZ;202309300520;16.6;4
LUZ;202309300530;16.5;4
LUZ;202309300540;16.5;4
LUZ;202309300550;16.5;4
LUZ;202309300600;16.5;4
LUZ;202309300610;16.4;4
LUZ;202309300620;16.3;4
LUZ;202309300630;16.4;4
LUZ;202309300640;16.6;4
LUZ;202309300650;16.6;4
LUZ;202309300700;16.6;4
LUZ;202309300710;16.8;4
LUZ;202309300720;17.1;4
LUZ;202309300730;16.9;4
LUZ;202309300740;17.1;4
LUZ;202309300750;17.5;4
LUZ;202309300800;17.6;4
LUZ;202309300810;17.6;4
LUZ;202309300820;17.6;4
LUZ;202309300830;17.7;4
LUZ;202309300840;18.2;4
LUZ;202309300850;17.6;4
LUZ;202309300900;17.9;4
LUZ;202309300910;18.1;4
LUZ;202309300920;19.1;4
LUZ;202309300930;18.8;4
LUZ;202309300940;19.3;4
LUZ;202309300950;19.7;4
LUZ;202309301000;19.7;4
LUZ;202309301010;19.8;4
LUZ;202309301020;20.1;4
LUZ;202309301030;19.3;4
LUZ;202309301040;19.6;4
LUZ;202309301050;20.6;4
LUZ;202309301100;20.0;4
LUZ;202309301110;20.9;4
LUZ;202309301120;20.2;4
LUZ;202309301130;19.9;4
LUZ;202309301140;20.1;4
LUZ;202309301150;20.4;4
LUZ;202309301200;20.5;4
LUZ;202309301210;21.7;4
LUZ;202309301220;21.8;4
LUZ;202309301230;20.5;4
LUZ;202309301240;21.1;4
LUZ;202309301250;21.2;4
LUZ;202309301300;21.9;4
LUZ;202309301310;21.1;4
LUZ;202309301320;20.9;4
LUZ;202309301330;21.1;4
LUZ;202309301340;21.0;4
LUZ;202309301350;21.8;4
LUZ;202309301400;22.0;4
LUZ;202309301410;21.9;4
LUZ;202309301420;21.2;4
LUZ;202309301430;21.1;4
LUZ;202309301440;21.1;4
LUZ;202309301450;21.2;4
LUZ;202309301500;21.3;4
LUZ;202309301510;20.8;4
LUZ;202309301520;20.5;4
